negara,review,rating
Indonesia,game ini sangat bagus untuk dimainkan,5
Indonesia,"game kikir dan masa main 10 match kalah 10 kali, ini game memang brainroth. ini prioritas nya mid tapi ke sering nya dapet roam ya (disini gw milih mid dan roam)",1
Indonesia,game kikir heang,1
Indonesia,muntun tolong di tambain ripaly,5
Indonesia,bintang 1,1
Indonesia,server kau perbaiki dulu kocak ping/sinyal bagus malah ngelag anehh emang,1
Indonesia,kalau ngasih tim tuuh yang bener asu masa dikasih tim dark sistem semua bangke emang,1
Indonesia,et game bikin orang kehilangan akal rank gua masih myitik Romawi di kasih musuh mantan imo semua prustasi gua main game GK guna mending gua blajar dari pada main game ini cuihhh,1
Indonesia,"sumpah game ini bagus bgt, ini lebih bagus dari honor of king dan AOV, jangan ragu ragu buat download, trus yang bilang ini game ngelag lah apalah, itu berarti HP kalian yang kentang, game ini udah jadi peringkat kedua di playstore loh, masa kalian masih meragukan game ini?, sekali buat admin MONTOON terima kasih sebesar besarnya, karna sudah membuat game ini, sekian dari saya.",5
Indonesia,gem ini serusekali dan banyaknya orang yang main semangat,5
Indonesia,ngelag banget game apaan ini gua sumpahin pada pindah ke HOK,1
Indonesia,aku selama main game ini selalu ketemu tim beben. sekalinya ketemu musuh yang EZmalah ke comback. aku pun pernah kalah 8kali. dan juga sinyal aku itu bagus tapi tiba tiba sinyal aku malah ngelag,1
Indonesia,game nya suka tiba tiba ngelek temanya juga dark sistem gua gak suka game ini pokoknya jangan download,1
Indonesia,dari pada main game ini mending main ff akun gua banned aja tonnnn,1
Indonesia,game dakjal babi korek celeng asu,1
Indonesia,sangat bagus,5
Indonesia,"game tololl, mantapp bangett moonton bisa ngebuat game sampah kayak gini, udh update pilih rol, tpi player nyaa di rol yg dia GK bisaa, klo masih kayak gini mending GK ush update ,memangg mantapp otak moonton, bukan kita yg dark sistem, tpi sistem moonton yg agak lain.",1
Indonesia,"udh di setting cok kalo lu udh winstreak bakal dpt tim tolol nantinya pasti, kalo main solo musuh full party ajg gaje matchmakingnya.",1
Indonesia,woi montonnn gua kil 7 kok gak mvp montonn malah yang kil 3 yang mvp,1
Indonesia,makin kesini makin kesini.... ningame udah 4 kali kalah terus un instal dah..,1
Indonesia,ok,5
Indonesia,gua hapus ni game masa iya ngasih team gajelas,3
Indonesia,"woi monton, tolong perbaiki masalah server yang sering lag",1
Indonesia,Lag parah truss jirrr tlong ping w bagus kalau gak main.. Pass main 250mps🔥🔥😔,2
Indonesia,game nya bagus banget,5
Indonesia,"SERVER BENERIN OI, MUTER TERUS",1
Indonesia,Game yg sangat bagus dan ramah sudah gendong gendong mulu suka dikasih tim yg gajelas saya maen cape monton lawan suka yg jago jago mulu dikasih kalah mulu cape monton main banyak menang dikit kalah banyak baleg atuh moonton manya tika aina dibere tim nu elehan dei wae lu mending maen epep aja min daripads gabisa urus macthing kocak dikasih tim gaadil katanya game 5v5 tpi yg main cuma 2-3 orang doang kocak² parah si sumpah,1
Indonesia,bagus gamenya,5
Indonesia,"Game dark sistem , game sinyal lag",1
Indonesia,game nya bagus tapi pembagian timnya gak ngotak,5
Indonesia,udah dibilang ganti aja engine nya makin error nih game masa hp sebagus bagusnya ngeleg bangke emang😡 gak bisa login akun ke 2 lagi,5
Indonesia,game yang cocok untuk gabut,5
Indonesia,sore aku nggak bisa main ml lagi hp ku kentang,5
Indonesia,game vurik,1
Indonesia,"game busuk, team gak seimbang, apalagi main solo wassalam jaringan lag sendiri padahal ping bagus rekomendasi game lain kawan liat aja ratingnya game sebesar ini 3 bintang 🌟 🌟 🌟 gak layak udah.",1
Indonesia,"lawak 8 x mvp kalah semua , gua main di glory an j masa ada draksistem",1
Indonesia,entah kenapa data yang sudah di download tiba tiba hilang,4
Indonesia,kalau ngasih lawan nggak seimbang,5
Indonesia,game Nya bags Kali LA Tapi Aku pengsiun gara gara HP ku Nggak kuat lagi Iya sih Ada ifin HP geratis Tapi HP ku uda Nggak kuat lagi tolonggg muntun gb Nya Di kurangin HP ku uda Nggak kuat lagi padahal Aku Sayang Kali sama game ini tolonggg muntun😭😭😭😭,5
Indonesia,ku kira penghilang stres ternyata tambah stres gem lol,1
Indonesia,Aku Warga IKS Pi kera sakti Aku Penen jago sekali,4
Indonesia,"moba kebanyakan citter susah, main pada ngandelin joki pas main keliatan gblooknya... gabisa bedain mana afk mana yg main makin kesini sistemnya tholool",1
Indonesia,permainan Sagat baik dicoba,5
Indonesia,oke,5
Indonesia,"MONTOON,ini lag nya parah bngt,tolong di benerin dong,ini jadi kami player jadi enggak bisa nikmatin game,tolong benerin gimana sih",3
Indonesia,Sangat seru walaupun bikin kesal gitu,5
Indonesia,bagus sih tapi GK enak maen di hp kentang,4
Indonesia,"game ini dulu bagi gw buruk banget tapi sekarang seru banget,gamenya bagus dan mainnya 😬",5
Indonesia,"Tolong perbaikin match makingg gabalance rank imo ketemu tim honorr , bikin males player aja tolong segera perbaikin atau saya pensi game gajelas selalu ga balance tolong la moonton kasih tim sepadan kebanyakan dark system , match making semakin gajelas mantap muntun makin males main ml game sampah match making gabener udah rank glory ketemu tim legend honor mawi , personal banget moonton sama akun guaa",2
Indonesia,"game haram ini ni sumpah lah kalian klo mau download game ini pkkir2 dulu draft pick nggk jelas, game pemecah puasaa, Developer anj, pukii",1
Indonesia,dapat tim GK bisa main Mulu,1
Indonesia,game ini sangat menyenangkan banyak player yang sangat jago bakan ada yang sudah menjadi top global,5
Indonesia,tolong nonton perbaiki lagi diloby sinyalnya ijo di pertandingan ping merah terus pingnya terlalu parah sampai 300,1
Indonesia,banyak drak sistem tim gak kompak gaimbang,1
Indonesia,bagus banget ku kasih bintang 4 karena gak ada sempurna selain Allah intinya bagus,4
Indonesia,game anjing ngeleg terus babi,1
Indonesia,"gua saranin hapus aja game ini,main solo mach ga seimbang sama lawan, gua juga mau hapus pindah ke hok,",1
Indonesia,ngasih tim tu yang bener moonton kontolll,1
Indonesia,game ya bagus ngadu mental saya tapi plis kasih musuh yang ga terlalu jago gitu pasti setiap main di kasih ya yang jago mohon,5
Indonesia,"ping merah terus padahal sinyal bagus,buat streaming lancar jaya...main ni game lemot parah",1
Indonesia,"ni game gila bgt jir, jaringan nya pls lah kalo ada yg cit samperin ke rumah nya pake kapak pinter dikit napa muntun, gajelas bgt bikin gua ga tenang ni game, black list aja lah butut",1
Indonesia,sangat seru sekali,5
Indonesia,gem kamfang gjls ngeselin apasi nga punya hati aneh pilkas bgt ni gem adil kek orang orang winstrik tuh gem kamfang,1
Indonesia,bagus banget,5
Indonesia,aneh setiap di rank epic kalah Mulu personal lu sama gw kasih tim kagak jelas bet dah...... kalo mau bintang lima top up in moonton buat spin aspirant,1
Indonesia,"game apalah ini ngeselin amat dapat tim kok gak bener semua, musuh semua top global",1
Indonesia,gem ini sangat seru,5
Indonesia,"Salah satu game yang sangat pelit,,Top up diamond begitu banyak hanya untuk spin dapatin skin terbaru,mala tidak dapat apa-apa😡😡😡🤬🤬😈😈",2
Indonesia,Dark system masih banyak,1
Indonesia,tolong perbaiki lagi buat sinyal nya kadang enggak stabil padahal ping nya kecil,1
Indonesia,seru,5
Indonesia,keren 😎,5
Indonesia,"heran deh sama moonton, rank epic berasa lawan mitik anjir, minimal seimbang lah moonton, rispek dikit, cape2 naikin rank mlh ktmu dark sistem",1
Indonesia,"dapet tim sama tim lawan ga seimbang musuh tim glory,tapi tim gw mlh legend mulu udah ls sebulanan",1
Indonesia,geloooo ini game bagus banget,5
Indonesia,sebenarnya Game mobile legend ini bytedance pihak yang palingan aaya benci Game dari Anda tidak benar benar sempurna Dan jadi dan tidak akan pernah Jadi sempurna karena lebih banyak kekurangan dari pada kelebihan Dari game Ini anda benar benar' tidak memedulikan tanggapan dan Ulasan pemain yang Anda incar hanyalah UANG dan KEKUASAAN saya sudah lama memainkan game ini Dan yang saya dapat hanyalah sampah mulai dari Sistem Gacha matching dan Masih banyak sistem lainnya,1
Indonesia,saya bermain ini selalu kalah masa menang sekali kalah berkali kali,1
Indonesia,"tolong ya developer game, bikin permainan itu yg menghibur match makin kesini makin gajelas sering dapat tim ampas sama bot yg disengaja, ngejar rekor rank doang susah amat sengaja bikin candu ampe lupa waktu gitu? hidup gua rusak gara2 ini ga dapat untung kikir pula mending hok developer sebelah",1
Indonesia,"game rusak, sinyal jelas2 bagus di dalam game nya lag, game rusak",1
Indonesia,game buruk,1
Indonesia,game bikin stres dikasih kalah mulu dapet tim jelak tim musuh kaya onic sekeras batu sedangkan tim nauzubillah tolong dibnerin ya ton game ty orah kaya kenen kih game gawe stres game sering ngepush sendiri padahal WIPI ga ngeleg hp lancar tapi seiring ngepush sendiri game ga jelas tolong diperbaiki maning ton monton dibeneri ml game ty game kirik game gawe stres game koplok monton ne kaya ty,1
Indonesia,selalu menang padahal renk gua legengd 4,5
Indonesia,game babi susah banget naikin bintang nya naik turun mulu gitu terus game ngak guna,1
Indonesia,MENDING GAME SEBELAH MATCHING BAGUS KALO GAME INI MAH SKIN DOANG DI URUS MOONTON MOONTON PLIS LAH MATCHING BAGUSIN MENDING MAIN HOK AJALAH SEIMBANG,1
Indonesia,oki,5
Indonesia,mikirin player mas masa tiro ketemu publik kaya orang stres macht makinh nya benerin bulan puasa orang² bukan pada gg malah kaya bocil ga ada pikiran lose 13× di trol di b 43 sampe 27 gimana nih moonton,1
Indonesia,hama jaringan ga ngelek tapi game terasa ngelek di tambah HP ram 8 tapi game ngelek,1
Indonesia,game Tai,1
Indonesia,keren,5
Indonesia,gamenya moonton bagus tapi suka error sendiri makanya saya kasi bintang 2,2
Indonesia,game gampang kalau party doang kalo solo trio atau duo susah win soalnya timny susah diatur,4
Indonesia,aku suka gem ini cuman hero yang baru nya 5 kan enak masak hero harus gantian ² sih sekin udah bagus tapi hero baru nay maaf tolong di ubah lagi ya🤗🙏🏻,3
Indonesia,game gila,1
Indonesia,"MAIN DARI B 106-100, KALAH TERUSS! DIKASIH LAWAN MITIK 1 JUGA KALAH, MATCH NYA GA SESUAI. BIKIN RUGI BINTANGG!",1
Indonesia,banyak orang yang paling penting adalah untuk segala usia mencari orang paling gege,5
Indonesia,"The game is unfair, often involving bot teams or non-players. Winning is impossible if the team is made up of bots.",3
Indonesia,BANYAK DARK SISTEMNYA,1
Indonesia,gem yang membuat darah mendidih,5
Indonesia,ngasi ls nya parahhh 15× match cuma nambah 2 bintang😔,1
Indonesia,kek kont-,1
Indonesia,Moonton Game Anda Bagus Tapi saya ingin Game nya tidak Nge Lag pas dimainkan saya hanya satu Alasan itu saja dan gak ada Alasan Alasan lain Mohon Anda Menjawab nya,5
Indonesia,game nya bagus banget apalagi wifi enak sama jaringan nya,5
Indonesia,sangat bagus💗,5
Indonesia,Anj lu gua udh berhari hari lapor matchmaking ga seimbang selalu dikasih yg tim tolol sengaja anj,1
Indonesia,matap👍,5
Indonesia,bagus 👍,5
Indonesia,moonton gila kikir ga mau kasih gua menang dasar babi kau ku doakan game kau gak ada yang main lagi amin,1
Indonesia,permainan nya enak banget,5
Indonesia,bagus,5
Indonesia,Tim saya glory honor musuh imortal tolong ini tidak masuk akal saya lelah glory turun honor naik glory lagi turun lagi kalah kalah kalah saya capek jika masa depan saya jelek maka Mobile Legend merusak akal pikiran saya,1
Indonesia,kasih tim yg seimbang har**,1
Indonesia,"suka ganti skill hero2 yang udah ada. buat apa di update Hero baru kalo Hero lama juga di ganti skillnya kek Yss, Hanzo l, minshitar dll. Uda lama aku kesel di ganti skill hero2 yang udah ada. kan jadi gak seru udah enak2 pakai Hero eh disuruh sesuaikan combo baru. capee dee",1
Indonesia,bagus,5
Indonesia,game ga jelas banyak bug lawannya gak seimbang,1
Indonesia,min masa akun ku ga hoki hoki sih... tolong lah buat bahagia dikit gitu setiap spin event.,5
Indonesia,game moba paling konsisten,5
Indonesia,Kampung Malang wetan 3 TUNJUGAN PLaza convenTlon EXPOR CeNTER Dinema XXl the premiere TiX I'd tanenan suramadu jembatan suramadu keretaapi indonesia BG juction mall monume pahlawan bertopeng baJu loreng,5
Indonesia,moonton sayang kalo kasih tim bisa yang bener,1
Indonesia,dapet tim tolol semua cape gua main dari glory sampe turun ke honor,1
Indonesia,"The game is good, I like it and enjoy playing it. Mobile Legends is the best game for me😊",5
Indonesia,tepak amau naik ke mitig dikasih musuh yang jago,1
Indonesia,"Game stres main dapet tim kek jembut, sinyalnya juga tolong lah dipertimbangkan moonton!!! game setres mending gausah dimainin",1
Indonesia,jaga keluar sendiri,3
Indonesia,ini geme apaan dapat tim dark sistem Mulu yang dapat mending gak usah buang geme kalau buat emosi doang,1
Indonesia,Sering restars ketika didalam pertandingan mohon diperbaiki sistem sering leg,5
Indonesia,seru,5
Indonesia,gem ini banyak deraksistem gua di kasih tim ngetrol Mulu montoon tolol GK guna mending pindah ke honor ovking dari pada ml banyak deraksistem padahal ini bulan puasa menahan emosi ini montoon tolol malah ngetes emosi gua emang montoon tolol dongo,1
Indonesia,bagus,5
Indonesia,"tolong bug nya diperbaiki,masa jaringan bagus tapi patah patah",1
Indonesia,"teruntuk moonton, tolong perbaiki kendala jaringan saya, setiap main selalu lag!!! ini sangat mengganggu",4
Indonesia,teruntuk moonton please perhatiin player hp kentang seperti saya jangan terus menerus update besar besaran karna saya selaku user hp kentang juga ingin menikmati moba legend dengan normal 🙏,5
Indonesia,kasih tim tu yg bagus moonton tlolll gw capek kalah Mulu siall kasih gw win streakk jangan lostreak Mulu tloll moonton anjj moonton ngentodd,1
Indonesia,anjr di kasih lose streak mulu🫥🫥,2
Indonesia,"ni game dah bagus tapi yg bkin emosi itu jaringan, kek apaan si padahal sinyal nya bagus malah tambah pake wifi masa sampe gabisa di gerakin bjir mending di benerin dulu tu atau ga jual aja ni game ke perusahaan lain kalo ga sanggup di urus bikin kesel aja",2
Indonesia,sering ngeleg padahal main game lain normal berarti game ini yang ngeleg,1
Indonesia,"terimakasih sudah mengucapakan selamat ulang tahun,semoga game ini menjadi game yang lebih baik dan bermanfaat 🎂❤️",5
Indonesia,game kikir,1
Indonesia,moonton pekok,1
Indonesia,"game taek,",1
Indonesia,bagus sekali,5
Indonesia,"apa lah matchmaking ga jelas, dark system isi nya.",1
Indonesia,OK. DLU GW RATING 4 cuman karna player toxic. awokaowk. tpi sekarang? woi balikin Hayagura gw. anj lu main ganti' moontod. maksud lu apa? hayagura udh cp dri dulu. Kenapa tiba' diganti anj??,1
Indonesia,seru sekali,5
Indonesia,ngelek banget bangsat,4
Indonesia,"game ini sangat bagus, tapi sayangnya dalam hal pembagian tim kadang kurang setara. dan entah kenapa tiba² akun ku hilang tanpa sebab, padahal gak ada orang lain yang nge login akun nya",3
Indonesia,ngasih tim kaya gblok,1
Indonesia,kok tim gw kok dark sistem 😊🙃,1
Indonesia,aku sangat suka game ini game nya ga membosankan dan sangat seru,5
Indonesia,jangan main geme ini klo kalian masih normal nantinya stres main game ini anak anak jangan coba main game ini yah,1
Indonesia,game tau sering nge lag.. tim punya q lelet gk seimbang.. tambah kesini tambah kaya tau,2
Indonesia,"bintang satu dlu ,lag sedang kondisi jaringan stabil",1
Indonesia,kasi gw menang lah moonton capek bet ls nemu tim pekok semua,1
Indonesia,yang bener lah moonton,2
Indonesia,montoon baik,5
Indonesia,monton kek ajg masa timgua dapat Reng master sedangkan musuhnya mitic keatas coba memang muntun kek atahik,1
Indonesia,bagus banget,5
Indonesia,"harga Hero dengan 32ribu battle point terlalu mahal,tolong harga nya diturunkan, terima kasih",3
Indonesia,Game paling buruk yang pernah ada sinyal selalu lag matchmaking tdk seimbang cheat merajalela event meniru game sebelah sangat tdk menarik minat kedepannya pasti akan sangat byk para pemain meninggalkan game ini #Sangat tdk recommended untuk dimainkan,1
Indonesia,sangat bagus tapi bisa tolong ga tolong Rank grandimaster ll bisa kepencet tolong,5
Indonesia,"PERBAIKI LAGI SISTEM RIPOT di Cek lagi HASIL PERTANDINGAN NYA Moonton,BANYA PLAYER PLAYER Moba TOLOL di Rank..!!!",1
Indonesia,"untuk devloper khusus nya masalah matchmacing sangat buruk ,setiap gw main pasti dapet player yg ga bisa main sedang kan musuh jago, dan setiap gw main sinyal sangat jelek merah sampai hubungkan ulang ini ngga terjadi 1kali/2kali berkali kali gw merasakan sinyal jelek tolong lah montoon perbaiki bug pada sinyal / server kalian , saya sangat menunggu update masalah ini, dan jika kalian pihak montoon tidak memperbaiki saya tidak akan memain kan game ini lagi ..",1
Indonesia,hey monton gua sudah rank tinggi tapi kenapa? asalkan main hp game nya keluar sendiri kenapa?,1
Indonesia,seru banget game nya sumpah,5
Indonesia,tidak bisa di buka harus masuk google Play Store baru bisa membuka!,1
Indonesia,mantap seru,5
Indonesia,masih sering leg padahal jaringan bagus dan sering musuh tidak seimbang,4
Indonesia,montonnn taiikkkkkk,1
Indonesia,"game gj lag Mulu tiap hari,benerin Napa server nya lag Mulu perasaan gw kasih bintang 1 soalnya udh gj bener ni lag nya minta ampun padahal sinyal udah bagus hadeuh",1
Indonesia,game nya bagus banget,5
Indonesia,sangat bagus,5
Indonesia,bagus dan baiknya monnton,5
Indonesia,akhir-akhir ini main ML jadi gak nyaman karena selalu ngelag padahal cuma main di brawl sinyal di rumah ku bagus tapi pas main di arena nya jadi kacau kalo gak segera di perbaiki bisa aku uninstal aja,5
Indonesia,game eror dipencet berkali kali gak ngrespon,1
Indonesia,gk pernah menang,1
Indonesia,GAME NYA JUJUR KIKIR SOALNYA SAYA MAIN RANK SERVER NYA TIBA TIBA LAG EMANG ANEH INI GAME BUKAN NGILANGIN STRES TAPI NAMBAH STRES,1
Indonesia,selalu dapet tim yang ga bisa main dari montoon,3
Indonesia,"game setres, bikin SETRES, bikin pusing gara gara losestreak, di datengin tim dark sistem Mulu, bikin cape, greget bgt sama game satu ini.",2
Indonesia,"server benerin dong, jaringan bagus tapi ping tinggi terus.. delay jg",2
Indonesia,Pas main game sering terjadi tim yang tidak seimbang sedangkan tim lawan sangat lah pro tapi di tim kita itu yang isinya yang gak bisa main maka sering terjadi tim lawan lebih jago dari tim kita sangat sangat tidak adil,4
Indonesia,monton jangan ga ngotak lah masa skin zodiak hrgany 2rb diamond tapii poin koleksi nya cuma 400 dkit bnget setidaknya samain lah sma kek poin koleksi colector,1
Indonesia,masalah server dan matchmaking,1
Indonesia,Game ini Tidak Jelas Cape saya menghabiskan waktu saya untuk push rank dapat tim drank sistem + yang lebih parahnya tombol analog tidak bisa di gerakin atau di klik klik padahal jaringan saya bagus tolong moonton aplikasinya di perbaiki Terimah kasih.....,1
Indonesia,bintang lima game ni mah,5
Indonesia,"penanganan jaringan nya terlalu buruk, udah kaya event tiap tahun ada trus masalah jaringan",1
Indonesia,karna paket internet sudahh banyak habis padahal data udah penuh,1
Indonesia,geme bikin stres,1
Indonesia,moonton shi gou,1
Indonesia,ml knpa akhir² ini gua login ada tulisan maaf mobile legends tidak bisa menanggapi,5
Indonesia,di kasih tim gak guna bacot doang,1
Indonesia,gua mau push rank malah di kasih dari sistem moonton anj moonton tol moonton bgo,1
Indonesia,sangat berguna,1
Indonesia,ini Battle Point Di inGame udah terlalu banyakk bisa tidak dibuatkan give Hero ke teman atau ubah ke MCGG terimakasih,5
Indonesia,gamenya udah bagus. Tapi kenapa tiba2 GK bisa di mainkan. udah 3 hari ini GK main. Tiba2 GK bisa login ada apa ini montoon?,2
Indonesia,"sekelas Ml servernya jelek banget, sinyal udah bagus malah gabisa gerak, hadehhh",1
Indonesia,"game nya jelek,cuma bikin emosi doang, masa honor di tabrakan mantan imo++++ ya nggak imbang lah, setiap menang 1/2/3 pasti kasih ls yg nggak ngotak, gwe dah ls 8 kali masih blom di kasih menang",1
Indonesia,game bobrok dari segala hal,1
Indonesia,gamenya asik banget,5
Indonesia,game anj engga patut untuk di main kan bikin orang strees game jembot,1
Indonesia,"gamenya bagus semuanya juga bagus, tapi terkadang ada sedikit masalah di servernya please tolong di fix",5
Indonesia,"update sekarang sering delay padahal hp gaming, payah!!!",1
Indonesia,akuuu suuukaaaa bangeeettt soalnya aku mantan prayer honor of kings jadi ngalahin musuh nya itu jadi lebih mudah dan pokok nya aku suka banget,5
Indonesia,game nya bagus nya,4
Indonesia,"Anjay game gg main 20X full ls dan ds nya banyak bngt, ubah lah sistem nya",1
Indonesia,"game rusak matchnya suka di kasi sama bot padahal main trio ada honor sama gue glory loh, kalau ngasih mtch yang sehat, kasian yang gapunya partyan, sebagai player yang suka main trio sumpah di trol mulu sama matcmakingnya, plis yang sehat ngasih match, sekelas monton masa gitu cara ngasih match suka berat sebelah, mohon kritik di oerhatiin jangan kikir jadi developer, perbaikim game lu dongo jangan tolol jadi developer, berat sebelah mulu lu ngasi tim, jangan stremer doang lu dengerin",1
Indonesia,oleh sih tapi bikin kesel mending kata ku kasih tim yang seimbang jagonya,4
Indonesia,gamenya sangat direkomendasikan untuk orang yg memiliki keluhan darah rendah,4
Indonesia,game seru tapi kadang kalo bentar lagi kurang 1 bintang pasti dikasih musuh rank tinggi ajg,5
Indonesia,game nya GK bagus jaringan ku lag muluu kalau bisa GK nya di perkecil dan penggunaan jaringan juga diperhatikan kalau memang mau game ini sukses dengarkan kami ya moonton kalau GK kita boikot aja pindh semua ke hok aku pernah main game nya bagus jaringan ku yg jelek bgt di ml di hok malah agak jelek doang ngelag dikit aja gitu terus baik banget,1
Indonesia,"sudah sekian lama bermain, player sampah semakin banyak, tier tidak sesuai dengan skillnya",5
Indonesia,tolong itu bak sinyal lag di benerin peka lah tolol montoon anjingg,2
Indonesia,"buset ga wajar ni game, gw main solo baru juga epic dikasi lawan legend-mitik jir, serius nih game? gw ksi bintang 1💩",1
Indonesia,"kandang dikasih tim dark sistem tapi tidak papa karena dari situ aku dapat belajar dalam kehidupan ini tidak yang nama nya keseimbangan, keadilan 👍",5
Indonesia,game nya bagus tapi kasih tim bagus Napa moonton tim gua beban Mulu sesekali dapat tim jago,4
Indonesia,jelek banget,1
Indonesia,"kenapa sekarang game ini butuh banyak banget ruang penyimpananya,kesian buat player hp non ram besar jadi patah""",1
Indonesia,game ini membuat saya menjadi pro player mobile legend se-Indonesia,5
Indonesia,gem nya seruuu,5
Indonesia,Game perusak masa depan anak bangsa Indonesia,1
Indonesia,ok lha,5
Indonesia,game gak jelas,1
Indonesia,mending hok lebih mantap kalau ml apalah mending aku gak main lagi banyak banget orang yang gak niat main dasar monton gaje,1
Indonesia,bagus,5
Indonesia,"sumpah ya menurut aku ini game bikin aku faham strategi dan ngebantu banget buat ngatur strategi di dunia nyata, ya tapi pas update besar besaran jadi lebih sering eror tapi masih okelah buat di maini di HP infinix 30",5
Indonesia,seru sekeli ya walau pun ga dapat evet sukuna,5
Indonesia,banyak darksistem asuu,2
Indonesia,yaelah mending HOK cok,1
Indonesia,oke sangat,5
Indonesia,happy game,5
Indonesia,keren,5
Indonesia,GAME APAAN KALAH KALAH KALAH KALAH,4
Indonesia,"bukan nya bikin senang malah bikin setres, mending main HOK",2
Indonesia,peforma game jelek,1
Indonesia,serunya,5
Indonesia,Gua suka Permainannya seru gua bisa mode bantai di situ,5
Indonesia,sangat ramah,5
Indonesia,ok,5
Indonesia,"saya kecewa dengan game ini sekarang karna saya main banyak sekali drama naik ke matik, saya sudah legen 1 bintang ngga pernah tembus matic, padahal selangkah lagi itu sangat sulit, kenapa sih kebanyakan drama...giliran orang leg dikit dapat pelanggaran, giliran orang mau naik rank sangat susah, di kasih tim dark system trus",1
Indonesia,game nya sangat baik saya baru naik immortal langsung dikasi orang main trio rank nya mawi semua,5
Indonesia,match yang lama dah biasanya Lawan tidak seimbang,2
Indonesia,"moonton anJheng , GUA UDAH GLORY LU KASIH TIM MITIK BINTANG 12, ITU DARK SISTEM , SENGAJA BANGET ELU NURUNIN RANK GUA BABIK, MUSUH KAU KASIH TIM MANUSIA LAH GUA KNPA LU KASIH TIM KOMPUTER MONTON KONTHOLL ANJ BABI",1
Indonesia,"tolong permasalahan jaringan diperbaiki toon, masa iya ping ijo tapi ngelag luar biasa ga bisa gerak ga bisa ngapa ngapain, rusak jaringan game lu gimana ga stres pemain pemain lu, di tambah selalu dapat tim ga imbang, berturut turut masa dapet hyper nova lah chou lah, kadang juga udah menang ingame tiba tiba lag pas lagi war, ga jelas lu moonton game lu di perbaiki dulu servernya",1
Indonesia,tim beban mulu/ngetroll,1
Indonesia,game settingan. banyakan computer yang main. pelaku utama darksytem computer. unistal. SDH main 3 4 kali saat diselipkan computer pelaku darksytem. yg solo akan rusak mentalnya dan masuk RSJ. game penipuan. yg main or2 tolol,1
Indonesia,game yng bgus untuk di main kan saat bosan sekalian meningkat kan skill,5
Indonesia,gua main selalu di troll dan setiap gua reaport selalu di bilang tidak ada pelanggaran udah gitu tim nya kayak komputer semua mana di bilang mundur malah maju. mana kalo ketemu orang ngebucin di tim musuh itu orangnya jago tapi kalo di tim sendiri skill nya malah misterius. mana serba salah lagi mau ngeban hero support yang hama tapi masih ada yang bagus buat di ban saran gua ke moonton di nerf itu hero support yang heal nya deres padahal sudah beli domi tapi masih deres,1
Indonesia,"game sampah. lag, darksistem. game aneh",1
Indonesia,game rusakk,1
Indonesia,GAME TAII MONTON GAK SEIMBANG KLO NGASIH TIM,5
Indonesia,game ini bagus sekali apa lagi developer gak kikir. btw beri aku fanny legend di 30 kali spin min,5
Indonesia,gak usah di mainin game gak jelas,1
Indonesia,"gw engga pernah di kasih win streak, tolong lah kasih gw tim bagus roam pinter micro macro, kalo kyk gini engga ada engga yg mau maen game ini terus, tolong semoga ulasan ini dibaca oleh moonto'n",2
Indonesia,woi gua mau ke legend tolong jangan yang draksystem mau nya apa sih lu monton dasar ga berguna monton,2
Indonesia,pas mau login ke game nya malah black screen walaupun udah dicoba ulang malah tetep gabisa dan akhir² ini kalo lagi ngerank ngelag bgt pdhal jaringan nya lancar.,3
Indonesia,ban hanabi,1
Indonesia,"game dark system, jaringan lag. stop top up mlbb. aku sudah berhenti main game ini. dark sistem anjayyyyy",1
Indonesia,game nya seru dan banyak Hero saya kasih bintang lima,5
Indonesia,ini pas aku masuk ke mobile legends. pas aku lagi loading keluar terus ini game.,3
Indonesia,ml game rusak gada menangnyaa,1
Indonesia,Game nya bagus sekali,5
Indonesia,"jangan dowlod karna game nya rusak,makanya saya tidak ingin bermain game ini lagi sebab klo saya main sering dapat tim beban semua sementara tim musuh jago maka itu jangan dowlod game ini dan klo ada aplikasi klian hapus saja, dan mending main ff aja",1
Indonesia,tolong moonton perbaiki jaringan lag,2
Indonesia,game stres,1
Indonesia,"GAME GJLS ,SUKA NGLG , MENDING GK ADA MLBB , HAPUS AJ NI GAME",1
Indonesia,bagus banget tapi kalo defeat kesel ah,5
Indonesia,game apa ini bru menag sekali kalah berkali kali tim gak seimbang mish lebih jgo pas di tim gua tim nya tah apa apa,1
Indonesia,"sistem ny minimal benerin lah moonton, jangan event doang di banyakin",1
Indonesia,"kenapa bila saya main solo kalah duo kalah trio kalah party kalah sebab banyak sekali drak sistem di game ini seperti player Miya layla Lesley clint maling buff merah dan biru dan hasil nya tetep kalah gk menang,saya sudah ripot mereka dan mereka masih bisa Main tolong bila ada drak sistem Ben akun nya selama seminggu biar dia nyesel dan 1 lagi tolong ke jangan musuh dikasih penjoki jadi gua susah musuh penjoki tim drak seimbangkan lah moonton biar lebih gk susah",5
Indonesia,"bintang 2 buat Moonton, mohon dikondisikan saya 1 hari bermain ml dengan 6 game cuma 1 game yg menamg 5 game kalah, kenapa?, karena musuhnya rank immo, sedangkan tim sendiri honor, mawi, mythic biasa, Tolong moonton dikonfirmasika buat ini, TIM, tim nya kita mawi, mythic, honor, tapi musuh abang""an atau IMMORTAL, tolong ditindak lanjuti. terimakasih",2
