negara,review,rating
Filipina,I love this game but there are many dark systems and people trolling,4
Filipina,"I already got my spot nearly to become glory, but it keeps me defeated every time I play. from 38 stars to 33. hell nahhh tenkyuu moontoon to put me in this hell.",3
Filipina,I really love this game,5
Filipina,when I factory reset my phone why I can't get my account,3
Filipina,BRUH THE MATCHMAKING IS SO TRASH I HATE THIS GAME I CAN'T EVEN WIN IN A SINGLE MATCH I ALWYAS GET A MVP LOSS I HATE THIS GAME I HATE THE DEVELOPER THIS GAME IS SUCK!,1
Filipina,Game haram,1
Filipina,"Oke montoon. ini kenapa ya? Setiap login atau dilobby terus terusan ada loading scene (maksudnya: Loading hilang jaringan) Padahal jaringan ada dan bagus malahan. dan Pernah setiap main itu di matchmaking jaringan hijau dan gak bisa dipencet sama sekali, kayaku main gak bisa gerak. Dan itu merugikan sekali montoon. Soalnya yang kena akunku juga, Dapet coklat karena ulah game montoon sendiri padahal udh direlog masih aja. Tolong di betulkan montoon.",3
Filipina,nice game,5
Filipina,pinakakampi mo dark system,1
Filipina,game,5
Filipina,This game is trash!,1
Filipina,"Ang pangit ng match making, immo mga kalaban tas kampi mythic 1star moonton anoo naa????",1
Filipina,A bad game always has a booster player in it,5
Filipina,"Developers of that game is totally retards, and balance system in matches is a trash, where the enemy idiots team appears much stronger than your bots team... Impossible to play, so the better solution is unninstal that pathetic game, and leave a fair review with one star, if impossible there must be zero stars !! Developers, you are brainless tards.",1
Filipina,Been playing the game for 8 years and i left the game because of the match making. The gane has a hidden mmr tht actually matters in matchmaking and it seems they only want the player to keep playing indefinitely. Thts why i switched to honor of kings,3
Filipina,love it,5
Filipina,saya sayang moontun bagi menang selalu ye hehe I love you moontun sihat selalu ye alhamdulilah 😘♥️,5
Filipina,it's so good and I have a good gaming,5
Filipina,"the game was good at first. I got to learn how to use different heroes in classic. But after a few days, every time i play classic, I get put up against collectors or people who are obviously too strong so much so that I dont even have time to level up my characters. i get killed almost immediately. it is very frustrating for me as a newbie who hasnt figured out what character i want to use. If i cant even learn or make any progress by using classic then whats the point of continuing to play?",2
Filipina,"Your players are terrible, matchmaking was trash",5
Filipina,"WHAT'S WRONG MOONTON? I HAVE GOOD NETWORK BUT WHEN I PLAY AND IT SAYS ""MATCH FOUND"" IT DOESN'T GO WHERE I CLICK ""ENTER"" AND I AM NOT ABLE TO PLAY!! PLEASE FIX THIS ASAP.",1
Filipina,Purple Start,5
Filipina,Terrible,1
Filipina,This game is very good I like It,5
Filipina,"F this game, always unbalanced and noob players reaching high ranks",1
Filipina,always lag and unfair Match making,1
Filipina,uninstall tangina ito tinatawag na balace game maka abot ka mythical glory kakampi mga legend mag ka dou tanginang yan uninstall nato lipat nalang ako sa hok mga pormal don kakampi,1
Filipina,It was so good and every hero has an amazing story. The game is also interesting,4
Filipina,defeat,5
Filipina,"i used to love this game back then, but now it's very different to play now because it's always giving you the noob random teammates even you're good at game i hate this game so much its pissing me off",1
Filipina,kuti game bando ki hp hi nhi ja rhi..,1
Filipina,this is the best game it's is the beeeeeest,5
Filipina,ew no,1
Filipina,I love this game it is the best game I ever played,5
Filipina,bad,5
Filipina,Bro this game was so badd and we always get banned for no reason,1
Filipina,i learned how to fight so i can fight my enemies,5
Filipina,ganda subra!,5
Filipina,Not just a game but it's fun,3
Filipina,Game kontol,1
Filipina,not good very toxic game,1
Filipina,"to many darksystem players and can't even fix it, worst game ever. and when you report your teammate about a certain action they have done they wouldn't even take an action for it and you also ban me from matchmaking just because i reported my three chocolate teammates",1
Filipina,so crazy game in the world,5
Filipina,MLbb game is very good I'm like playing games mlbb,5
Filipina,this game makes me mad my teammates are bot while my enemy is like mythic immortal 1000 stars like can you fix your game like I'm in epic I can't escape dark system put epic to epic server not epic to mythic immortal 1000 stars like I'm so mad I quit mlbb,1
Filipina,"GAME BODOH, MATCHMAKING TERBODOH!! SIALL PUNYA GAME",1
Filipina,"I’m honestly so tired of the matchmaking in Mobile Legends. Every single time I get close to Mythical Glory, the system completely ruins it. It feels like the system deliberately stacks the odds against you when you’re about to rank up. I can handle losing fair games, but constantly facing opponents who were previously much higher rank while being paired with weaker teammates makes it impossible to climb. On top of that, the lane role and hero selection system is a complete mess.",2
Filipina,apk,5
Filipina,my ally are all bot,2
Filipina,I never played this game since 2024 and now it shows it's my top hours of play in my gaming status here in google play. That's impossible because I hate the game and don't even have it installed. DELETE MY DATA,1
Filipina,LS MULU KONTOLLLL,1
Filipina,Mobile legends is best game.i love this game so muchh,5
Filipina,This game is so amazing and this game have excellent graphics and world maps.,5
Filipina,TANGINA MO AYUSIN MO LARU MO PATAYIN MO LAHAT NG MALALAKAS NA USER TANGINA MO,1
Filipina,there are issue with selecting heroes in rank. i cant swap out my teammates although theres a button that should allow it.,2
Filipina,it is good,5
Filipina,game gj,1
Filipina,ok na sana yung laro pero yung mga player di marunong mag laro puros dark system at di marunong mag adjust pati main hero ko binan,2
Filipina,I hate this game my team always bot,1
Filipina,im in a match and server is down.. again!,1
Filipina,game gak jelass,1
Filipina,it's very amazing 🎮🎯,5
Filipina,I love it,5
Filipina,best among the rest.,5
Filipina,ကညီဖိ၄၃၂၁,5
Filipina,beautiful game,5
Filipina,"The game is amazing, I recently updated and I love how they've fixed the lag of the waiting lobby, but I wish they could do something about the character selection lag . Over all, it's still my second most favorite game",4
Filipina,I like this game,5
Filipina,bad matchmaking,1
Filipina,"the match making it's so stupid, everytime I play solo you always give an stupid,? like really?, plsss fix your matchmaking!",1
Filipina,worst game,1
Filipina,KARMAHIN MALALA SANA GUMAWA NG MATCHMAKING SYSTEM MO APAKA BOBO!!!,1
Filipina,best game ever,5
Filipina,say no to revamp kadita!!! 😭,5
Filipina,still has one of the most useless teammates.,1
Filipina,good,5
Filipina,"itu server nya di perbaiki,ngelag parah sial",1
Filipina,lapu lapu is good for me I'm mvp,5
Filipina,Good,1
Filipina,this game should go die,1
Filipina,tambah stress🤬🤬🤬,1
Filipina,game burik setiap kali main mesti nak mytic 1 bintang lagi mesti kalah,1
Filipina,nonsense matchmaking system server (2007),1
Filipina,Pin sever teammates bot game,1
Filipina,so nice game,5
Filipina,unfair matchmaking,1
Filipina,moonton your matchmaking is trashh!!!! your game is trash,1
Filipina,dili mag pa change acc way nindot,1
Filipina,moonton semak nk naik mythic dpt team troll,1
Filipina,tang ina Puro nalang black system nakakasama ko ang pangit pa nang picking puroo nalangg galawgaww moontonnn tass yung iba duoo tasss ako soloo yawaa naman nyannnn,1
Filipina,Their costumer service is fast so i really appreciate they retrieve my account back.,5
Filipina,mythic glory jumpa honor mythic honor jumpa mythic biasa ngn legend Kan bangang system moonton bagi lah match Sama rank 2jam aku main semua rank bawah Kau bagi,2
Filipina,"IT'S VERY BAD, UNFAIR TEAMMATES",1
Filipina,you re all about broken mechanics,1
Filipina,Game apasih ini Matchmaking nya gabener mulu dikasih tim yang busuk terus,1
Filipina,isinya ytim smua bro,1
Filipina,subrang ganda,5
Filipina,the best game I ever played,5
Filipina,Good,5
Filipina,I like this game so much,5
Filipina,"Unfair matchmaking, unhealthy environment causing stress",1
Filipina,daming cancer,5
Filipina,I love it but I suggest changing theme rather repeating it,5
Filipina,so good in fighting in lord clash,5
Filipina,5 star verry good,5
Filipina,POTANG INA NIYO MLBB MAS MADAMI PANG Ai KESA TOTOONG TAONG NAG LALARO LAOS NABA KAYA PINASOK NYO NA ANG MGA AI TANG INA NIYO KAWAWA KAMING MGA SOLO PLAYER AYUSIN NIYO BAWASAN NIYO MG AI,1
Filipina,"make it so received reward does not required to click OK/CONFIRM/YES. Unless it was between an option of are you sure then YES/NO, other than that, IT IS A TOTAL USELESS BUTTONSSSS!!!!",3
Filipina,"GRABENG LARO TO, PUNO NG MGA BISAYA.",1
Filipina,"marchmakimg benerin TOLOL, KALAU IMMO YA IMMO AJA AJG",1
Filipina,Good game,5
Filipina,ဆော့ရတာပျော်ဖို့ကောင်တယ်,5
Filipina,game paling menbosankan asyik kalah je,1
Filipina,"When I lose 3-6 times and the next match I win but the next match lose like 2-4 lose, can you fix this Moonton I just want a fair match not always defeat and it looks like I'm good but I still need strong teammate not always weak teammates and when my team is weak then the enemy are strong how that's even fair. I just want a fair match your system taking me to weak team but I'm also weak and I need strong teammate to get stronger but this system I don't like it I want fair match😡",1
Filipina,game mnyushkn org nk naikkan rank kau bgi plk team darksistem mmg lol.,3
Filipina,dark system kakampi,1
Filipina,This game is really nice.,5
Filipina,good,5
Filipina,ts just wild rift but worse,1
Filipina,Good game.,5
Filipina,fix matchmaking barua,1
Filipina,bagus walaupun darksystem,5
Filipina,lwky mid,1
Filipina,poor game,1
Filipina,"mother, fix your game, fix the matchmaking for ten, you loser, you idiot",2
Filipina,The matchmaking in solo ranked games is unfair.,1
Filipina,PANGIT NG MATCH MAKING NIYO MOONTANGERS,1
Filipina,do i even need to explain why this game give so much fun?,4
Filipina,"I have played this game since 2019. This game has been fun to the point that it is addictive. It's been so addictive that I would play it day and night without any notice to the world around me. It made my life crumble to some extent similar to drugs. At the same time, this game matches people with complete imbeciles if you are a good player. This sole reason made me rage a lot at the game. This has altered my personality and made me an irascible person. I would not recommend this to anyone.",1
Filipina,"matching team selalu problem,macam main pau",1
Filipina,"They really know how to f ucking keep people play. lose, win, lose, win. Like no matter how good you are if you're bound to lose, you're gonna lose.",1
Filipina,this is the best game for retarded people if you are brain rot individual just play this game because people in this game are all idiot even the developers because they can't balance the players your team is all retarded that dont event communicate,1
Filipina,"A game with the most Worst Matchmaking and player possible, Plus The protection card is USELESS look I've been losing 3x AND THAT FRICKIN CARD DOESN'T EVEN WORK",1
Filipina,I love mlbb. the best game. ever,5
Filipina,ူ့သ်,1
Filipina,"Unfortunately this past months, Starlight Skin , Collector Skin, Free skin just have the same collor it doesn't seem to have the creativity, looks AI, so sad skins now have very few little concept. Look at the March Collector skin of Tigreal, its just similar to the starlight skins of fredrinn, hilda and freya.",1
Filipina,five stars because it's beautiful and you can enjoy playing it when you're bored,5
Filipina,Very good game.i like it,5
Filipina,never use any illegal program but i got banned,1
Filipina,1 star for this one dumb manipulation of matchmaking and toxic players all around i don't recommend this type of app for the kids all around the world.genuienly the graphics is the only good one in this game nothing more.the creativity is trash asf all they can do is high tech designs to the skins also wth is thr point of this game to annoy or dissapoint players?! Horrible.,1
Filipina,make masha meta,1
Filipina,"Sangat kecewa dengan event King of Fighters ‘97. Saya sudah spend hampir RM500 untuk cuba dapatkan Valir Kyo Kusanagi, tetapi akhirnya hanya dapat Masha Mai Shiranui yang langsung bukan skin yang saya sasarkan. Lebih mengecewakan bila ada kawan saya yang tak spend banyak pun, hanya guna spin murah, tetapi boleh dapat Kyo Kusanagi pada percubaan pertama. Sistem RNG nampak sangat tidak adil. Bila hubungi customer support pun tiada respon yang membantu. Rasa seperti pemain hanya diperah untuk duit.",1
Filipina,pa tanggal ng nandon sa phone ko hindi ko nmn account yon kupal ka din eh,3
Filipina,Dark system as it's finest. Tried to comeback and still trash. Not gonna lie.,1
Filipina,One of the best game! Addicted to this already. 😁,5
Filipina,"It is a good game, but the problem is that: There are some players who cannot portray their roles and usually ending up with a defeat. I do not know how to avoid ""DARK SYSTEM"" players who kept ruining each game. I just want to play with players who don't throw up our game and will do their best to win.",2
Filipina,game tolol matchmaking gaje,1
Filipina,nice,5
Filipina,Total messy match making system.,1
Filipina,gem gj wl wl doang,1
Filipina,very good.,5
Filipina,I have the no payment environment error in the game evwn though i had multiple payments options in Google Play. Please fix this!,1
Filipina,this game is nonsense.it´s all bots player team.,1
Filipina,"always match with noob teammates, or is it bot?",1
Filipina,matchmaking sampah,1
Filipina,"game is great and all but the customer support? NO it's super unreliable I have been trying to get help for over a week and all it says is ""new chat"" I hope they fix this",2
Filipina,Why is the line up in the ranked game so bad? Why can't you just change the rules like you can't invite low rank to high rank so that there is no disappointment in the game.,2
Filipina,It's amazing 😍😍,5
Filipina,Team dbagi darksystem terus..kepala butu moontod..bodoh punya system,1
Filipina,"game bagus dan sangat seru, player ramah dan baik hati, bahkan menghibur semua orang, -nya sering kasih aku ls masa mau naik glory tim nya tolol semua ga dikasi bagus",5
Filipina,I've been playing this game for quite some time now and it's just great. it's very enjoyable and just nice it gives you a peace of mind,5
Filipina,matchmaking is so bad very ugly game improve your matchmaking in time to start da game is so slow in more dark system,1
Filipina,"sistem matchmaking yang tidak adil, memberikan tim yang buruk dengan rank dibawah satu tingkat. dan untuk musuh dibuat setinggi mungkin. game lu rusak, gw udh 29 kali match gabisa nembus ke mhytic 40, ujung ujungnya dari 39 ke 34. tim yang diberikan selalu tim dengan win rate rendah, sedangkan musuh win rate tinggi. percuma kalau sering mvp atau selalu emas tapi kalah edit: sampai sekarang pun sistem game rusak, rank matchmaking rekan tim gap rank nya terlalu jauh, selalu diberi rekan tim deng",1
Filipina,game is boring you need to improve,1
Filipina,every high rank teammate are dark system,1
Filipina,verry goood,5
Filipina,My pocket money is gone....🥀,5
Filipina,i can't play gane because too much game error coming. when i play game goo back automatically. why I don't noo. so fix that problem fast😤😤,1
Filipina,I love the game it's fun and really good but the match making need some fixing there are some players that are trolling and I think personally the report system should be more upgraded so the game should be more strict and players would follow the rules more..,5
Filipina,Bs game,1
Filipina,janfan main mlbb kerana mlbb adalah game tiruan daripada hok,1
Filipina,I love the experience of the game and I love the character,5
Filipina,делают новые скины вместо улучшения механики подбора в рейтинге,1
Filipina,"I always play that game , it only takes time in name",5
Filipina,Matchmaking unfair. Always got mvp but teammates are trolling plus the enemy is very powerful. Somehow enemy's skills are not compatible with their rank since some people are making boost rank account services,1
Filipina,most toxic game. can cause depression and suicidal attempt. don't play with this game. it's like your playing with demons,1
Filipina,"the matchmaking is stupid, like how can you make someone reach mythical honor but have absolutely 0 skills. and there's even not atleast one expert on my team everytime i play. always putting the top expert player on the other side. resulting in my team well stupid team to end up losing. there's even no real battle, just us getting beat up cause my teammates apparently doesn't have map awareness and making the whole ranked game a practice match😮‍💨😕.",2
Filipina,monton kalau ada event fone tu mesti bagi yang boleh buat dia naik bagi la org ii yg salalu main ni,5
Filipina,"fix the game,I can't play at all. One win costs 4 losses. How is that fair? I get trash teammates. i had a classic match with both a global and a no rank player in ONE match it doesn't make sense on how u pick teams cuz I can't do this anymore and what's worse is I love this game I've played it for years and I hate seeing it get worse with new updates and patches some of them are good don't get me wrong but some completely remove the things that kept ml different from other MOBA 5v5 games.",1
Filipina,"bad match system, have long losestreak.",1
Filipina,kena buli,2
Filipina,dark system,1
Filipina,mismatch queues,1
Filipina,"ano puor nalang release ng skin? matchmaking ayaw ayusin? bobo talaga tong larong to inanyo aba hoy putanginanyo wag na kayo mag labas ng laro putanginakayo puro mga dark system amputa bobo eh tanginaka. bobo mag manage mlbb fr. tangina ang tatanga bobo, lagi nalang dark system i kakampi sakin tanginang to",1
Filipina,excellent 👌👍,5
Filipina,omsim,5
Filipina,unfair game,1
Filipina,Best game ever❤️❤️,5
Filipina,Naing Naing Lin,5
Filipina,Bwiset ka ml kaya hindi ako makarankup kasi puro lag kayo malaks naman cignal ko bwiset kayo ayusin nyo service nyo naka ilang report nako Wala paring concern kaya wag na kayo maglaro neto kasi maiinis kalang sa sobrang lag..😡😡😡😡😡😡🤬🤬🤬🤬,1
Filipina,if you're just picking it up a bit gg but it's fun,5
Filipina,This game is very UNFAIR the enemy is stronger than your team. You only win the 1st rank match of a day and keep losing. Not recommend this game. This is juat adding ur stress. Pleasee repair this game... This is unfair. I play 20 minutes per match. I waste a lot of times just for keep losing??? Very bad👎👎,1
Filipina,👍👍👍,5
Filipina,i always lose you dont now,1
Filipina,"unfair matchmaking, suck ah game",1
Filipina,such a fun game,5
Filipina,🤬🤬🤬🤬 I'm lose strick all the time the hell this game so bad game who made this game,1
Filipina,Good,5
Filipina,PUTANG INA NYO MOONTOON!! BAGUHIN NYO PICKING NYO PURO BOBO PINA PA KAMPI NYO TATANGA NYO MAG BIGAY NG LINE UP. BOBO. WAG KAYO MAG BASE SA CREDITS SCORE CHECK NYO DIN YUNG PERFORMANCE NG PLAYER KUNG BAGAY BA IPARES TATANGA NYO AYUSIN NYO PLAYER PICKING NYO! PUTANG INA NYO NG MGA DEVELOPER NYO.,1
Filipina,banned due of third party apps. i didn't committed any violations. Its frustrating because my account had memories in 2018 and the customer support didn't respond to my request.,1
Filipina,"worst matchmaking system, tired of getting bot teammates",1
Filipina,game is too good and it is my favorite but when 4 people do surrender that time 1 won't do than y he is losing 🌟 star,5
Filipina,it's fun,5
Filipina,no m8 gus,1
Filipina,"Panget ng match making, panget pa ng mga skin. Nuyan mukhang bulok na laro",1
Filipina,game scam,1
Filipina,I Like it so much,5
Filipina,dapat nga 0 star yan eh. ayusin mo matchmaking mo,1
Filipina,"A good online games, the interface is much better.",5
Filipina,kedekut nak masuk lagend pastu kalah turun bintang,1
Filipina,"(No Star Review) Dear Mobile Legend, Thank you for all the moment. It was such an experience. I wish I could narrate an essay or maybe a letter here on how to describe of all the things that has been stored in my heart. But it turns out that PlayStore has set up a limitation on how much a person could review on the platform. So I'll mention what is necessary. (Maybe I will send an email later for better experience). Overall I wanted to say thank you for making me ever passionate to play a game.",3
Filipina,"Match making is terrible, Updates are getting dumber than usual,",1
Filipina,"The worst thing about matchmaking is that when you're on a lose streak, it gives you teammates who are also on a lose streak. Aside from that when you're already 5 star it's hard to win it gives you random and Bot companions.",1
Filipina,matchmaking is trash.,1
Filipina,fix my voice chat problem mlbb fix my problem,2
Filipina,I enjoy the game everyday,5
Filipina,dark sistem,1
Filipina,aku main hari hari kalah apa la game ni bikin stress 😡😡,1
Filipina,IT IS A GOOD GAME!!!!,5
Filipina,i still didn't get access to the advance server,3
Filipina,this game is best,5
Filipina,why my teammate alwasy bot,1
Filipina,"banyak player dark sistem tapi ga di ban, busuuk",1
Filipina,So many idiots,1
Filipina,dark system and hackers noob teammates etc,1
Filipina,world best game ever😊,5
Filipina,Skill based matchmaking is a joke,4
Filipina,"because of this game, my email was hacked by an indonesian, worst part is, there was 4 gadgets where my email(the one linked on my ML account) was logged in and all of them got factory reset, all files and photos lost, because of this game. will never install this game again. lost my account built since 2018, got my email hacked, factory reset for 4 different gadgets, basically ruined 4 lives, because each owner of gadgets are different. DON'T INSTALL THIS APP!!",1
Filipina,"-Toxic Player Behavior and casual user base leads to frequent negative conduct like verbal abuse, blaming teammates, intentional feeding, and AFKing. The existing penalty system is often seen as ineffective in curbing such issues, and chat filters may fail to block offensive language or even hate speech in some cases. Matchmaking Concerns-Despite claims of pairing players by skill (MMR), many users report unbalanced matches, such as being teamed with inexperienced players.",1
Filipina,dark system match making and minions wave,1
Filipina,This Game was good in 2019 but today on 2026 men Players keep using Cheat/and Hacks to win the Game. About the Devs of this game they don't care all they want is you could buy some premium skins to them so would get rich.,1
Filipina,"next tine ayusin mo ren yung matchmaking HAHAHAH kaya nilulumbayan ng iba e, ihiwalay mo yung nantitrip sa nag lalaro nf maayos lala erp",1
Filipina,this game is best in copying other games lol,1
Filipina,DON'T PLAY THIS GAME TO MUCH STRESS. A LOT OF KIDS PLAYING IN IT WITH OUT KNOWLEDGE OF THE GAME LIKE DAMN. KIDS ARE GAME THROWER,1
Filipina,"I'm giving it a one star, because I hate how it gives me teammates that hard to deal with, some of them uses a untrained hero in a game they always gives score or killing points to the enemy. I actually enjoy this game when I first joined, but now this game gets me frustrated because of annoying players. As a mage and a marksman user its hard for me to carry a team with annoying teammates. Those players actually drags the others down with them.",1
Filipina,oyy ayusin Mo Yung match making grand plang Ako ang lalakas Ng binibigay Mo ikaw Kaya mag puyat,1
Filipina,its so good,5
Filipina,"A GAME MADE FROM HELL if you do not like happiness, go play this game. if you think you're kind, test it out with this game; everyone who plays this game will become demons",1
Filipina,i love it,5
Filipina,ping problem from Bangladesh,5
Filipina,PURO BOBO MGA KAKAMPE AYUSIN MO MOONTON TANGINA KA,1
Filipina,ayosin mo naman matchmaking moonton bulok ng laro mo,1
Filipina,"i love you moontonn 💗💗, but please don't increase the price of naruto skins beyond 1,200 crests, so far so good",5
Filipina,match making should be fixed,2
Filipina,so many dark systems and others didn't know how to play properly,2
Filipina,Very good Basta pwede ipanalo mo naman rank ko moonton please,5
Filipina,best game but dark system too much coming in my lobby plss understand my problem,5
Filipina,this is the best game I have ever played you should play it to,5
Filipina,I Love App,5
Filipina,A very good game.It's very too!,5
Filipina,"I played this game almost everyday.. But right now, it feels empty, since my Moonton account got hacked. I really miss it, I already spent a lot, I got Xborg Metro Zero, Granger M7, and Zilong Epic, Kagura special and summer skin, and a lot more.. It's been a nice day, if you see my account, ThaciXPro with that skin, that used to be mine.. And now, it's just a memory, I try everything, but nothing works.. This game is good though.. And now, goodbye, my memory..",4
Filipina,Good Speed,5
Filipina,I'm very disappointed at this can you believe? I'm mythical glory and all of my enemies are glory too ofc but why? do I have two mythic ally and one honor? like it's not fair hoping to make this game more better and start removing those mythics on a mythical glory lobby couz I'm freakin solo dude,1
Filipina,it's very nice and Kawaii!,5
Filipina,good 👍🏻👍🏻 🎮🎮 game,5
Filipina,"I'm gonna rate you one star because you give me a teammates that is gonna play seriously and you give me a lag server. I'm in Philippines not in other countries! I gonna rate you a 5 stars if you give me a good, no, very good teammates!",1
Filipina,💯💯💯💕💕,5
Filipina,trash bin🤮,1
Filipina,"kapag nakakakuha ako ng legend sa card, ayaw niya ibigay yung crying dyrroth",1
Filipina,very. amazing 🤩🤩.,5
Filipina,if you play good at every Match you played and has a win streak the game will match you with playes that are noob and Don't know how to play and when you stalk them you see their rank is lower than yours an I've experienced it myself because my current rank is MG but my team is at only Honor it worst mythic while when you stalk the other team is all MG and when you got an enemy who has lower rank they know how to play and also during this time the game will make you lose 3 times and only 1 win,1
Filipina,more updte more lagg,3
Filipina,ဆေးထိုးတဲ့ဂိမ်း,1
Filipina,I'm so Sick of this Game It's Just very terrible Bcs even though I have very strong connection the game Suddenly crash especially in the middle of teamfight or Clash I can't move properly and I can't control my character and it's freez the game,1
Filipina,Tangina moonton Anong klaseng matchmaking toh? Maayos Naman ako naglalaro eh puro dark system yung mga kinginang kakampi ko bwesit ka,1
Filipina,matchmaking sucks,1
Filipina,this game is so interesting,5
Filipina,this game is very important for us because it's really fan,5
Filipina,ang say talaga,5
Filipina,"I LIKE YOUR DESIGN FOR THIS MARCH STARTLIGHT ON FREYA, THE COLOR COMBINATION IS SO AMAZING! GINAMIT MO UTAK MO AH, HINDI YUNG PURO CRYSTAL THEME NALANG NAKAKAUMAY. MAY NAGAWA KADING TAMA. KEEP UP THE GOOD WORK BOIII!!!!",5
Filipina,"Alright this is five star please i'm begging you moonton fix your game because my matchmaking is getting unfair lately, I only won once and loses 5 times and it's wasting my time please fix my teammates, I want good teammates and good opponent, not bad teammates and good opponent,if you didn't fix it one star ka nanaman Sakin at uninstall na kita,so please I don't want to be stress.",5
Filipina,I quit it yet.,5
Filipina,Good game to play with friends on Facebook messenger to Whatsapp video to play with friends with me,5
Filipina,musnahkan akun yg pake cheat!!!!!!!!!!!!!,1
Filipina,"dikasih musuh cheater plus tim bot, ngelag pas in game",2
Filipina,saya selalu kalah main game babi,1
Filipina,This game was fun but please this bug or gletch is very awkward my teammates and opponent skins are not visible only me who use skin can see even the resources is full and complete and the skin I use has no voice even the hero pls fixed this.,3
Filipina,daming dark system,1
Filipina,"i really like it""",5
Filipina,The match is unfair always,1
Filipina,Ammmmm,5
Filipina,Pang ilang beses mo na akong binigyan ng bobo na kakampi.Lose streak na ako dahil sa matchmaking mo get mo yun ha.Matchmaking talaga problema mo moonton,1
Filipina,"the game sucks because everytime i win ONLY ONE TIME I LOSE Because some players uses some role that they dont know how to use and every time, i still cant get out of my current rank, fix your game.",1
Filipina,this game is suck the game is adickted,1
Filipina,tolol game nya lagg bgt atasi lah udh lama ini nge lag terus tolol gw main sekali menang bintang nya ga nambah taii,1
Filipina,poor match making,1
Filipina,"perbaiki server mu moonton dah ngelag banyak kali ini, padahal jaringan ku bagus.",2
Filipina,I download this game because of raistar and gyangaming,5
Filipina,"it was bad specially the match making, and now I can't even chose my lane!!!! I have to preselect and it gives me a random lane. And it keep giving the roam lane which I hate to play, and the teammates are bots or 2 years old kids who doesn't understand landing or class.",1
Filipina,good,5
Filipina,Ang Tanga mag match making si moonton super,1
Filipina,"really happy, relaxing games with siblings and friends🤎",5
Filipina,good game but sometimes log to rank it up😵,3
Filipina,this game is really great though you mite rage but you play it In offline so I rate this 4 stars,4
Filipina,this game the beast,5
Filipina,good,5
Filipina,gua main solo ketemu party dan tim gak jelas musuh jago jago pas gua cek masuk top global semua gak adil gak lagi lagi main game ini mmr gua langsung turun sama rank tolong diberbaiki game nya,1
Filipina,The system will only get worsen. Trash system ever.,1
Filipina,ok 👌,5
Filipina,it's a good game,5
Filipina,PLEASE IMPROVE YOUR MATCHMAKING. I get teamed up with poor performing people while the enemy is balanced!!,3
Filipina,my experience is amazing of ml,5
Filipina,useless matchmaking dumbass game,1
Filipina,"Great game but what ragebating and pissed me off is even though my signal is strong, my phone quality is beautiful and everything blah blah ,mlbb signal always find its way to make ""bad signal"" which lead my play turn ito""afk"" and what worse whenever I try to appeal the violation because ITS NOT MY FAULT , this silvanna keep saying she check it and claim I did it on purpose , don't even ask about the cache because I did delete it including the storage just so to make sure.",1
Filipina,game haram,1
Filipina,wow meyzing,4
Filipina,"dumbest game ever, moontoon always give dark system player so this game is the dumbest and the unsecured game ever",1
Filipina,👍,4
Filipina,Ang dami ng toxic na player. Sna pag may ngreport ng toxic player ban agad 24 hours. Wla nang balance. Bobo nyo sa match making! Wla ng kwenta laro nyo. 2026 na ang bobo p din si moontoon ikakampi ka sa bobo tas ilalaban k sa mtaas ang rank. Uninstall kn tlga,1
Filipina,as a solo player the match making is getting worst its still getting worst hope this changes this season is the most worst match making ever,1
Filipina,matching up sucks,2
Filipina,"inamerls, di na ako maka alis sa honor ang tanga mo humanap ng kakampi ko.",1
Filipina,this game is good and beautiful,5
Filipina,do I even need to explain,5
Filipina,it is a very good game,5
Filipina,sobrang pinaagas at pinaganda na Ang MLBB Ngayon taon kaya Tara na at maglaro ng MLBB!,5
Filipina,"this game is very stressful, you have an annoying companion then after the game they get a MVP?, how come?, when you have a score 12/710 then you're companion has 8/7/6 then he the one who has a MVP award what an idiotic game, even do the match making, I don't know if may companion is bot because there moves is so annoying talaga",1
Filipina,there gotta be system matchmaking where the whale player get the good teammate while f2p will get the one that doesn't know how to play fr,1
Filipina,nice,5
Filipina,best game but a little lag,5
Filipina,i like it,4
Filipina,I hate the new rank system I'm an exp main but it always give me ah roam were the same recent matches I have the highest recent matches but I always get roam not exp I want the old system,2
Filipina,it's good,5
Filipina,I wont spend a cent on your game. You cant even fix the matchmaking since 2018. I admit its fun in classic not ranked. But whats the point of ranking if you keep teaming us up with bots or low iq players? that dont even know map control which is the very basic of the game. Your game will die sooner or later if you dont make the matchmaking better. People will get bored. Spending a cent on this game is the most stupid investment ever kids. Dont be stupid.,1
Filipina,Moonton given me too many toxic to play,1
Filipina,The apps are really Entertaining,5
Filipina,only for kids,1
Filipina,I just like this game,5
Filipina,siuu,5
Filipina,ngiee!,1
Filipina,I don't like this game anymore keep on giving me skin for hell I want to win,1
Filipina,good game,5
Filipina,why you always give me dark system allied,1
Filipina,itzzme Dens,5
Filipina,I started play this game like yesterday and I already loves it!! it's really fun and interesting game I've ever played!! I would like to say u should play!!,5
Filipina,good,5
Filipina,Wowowin nice,5
Filipina,this game made my career on mlbb next do a summer event,5
Filipina,so many darksystem unbalanced team always my team was worse,1
Filipina,FUN SOVRA PERO SANA BIGYAN AKO NG DIAS NI MOONTONHHQHAAHWHA,5
Filipina,boss love 13,5
Filipina,🙃,5
Filipina,amazing game and fun!!,5
